timestamp_utc,elapsed_s,active_channel,active_power_W,ch1_power_W,ch2_power_W,ch1_pm_status,ch2_pm_status,command_status
2026-05-07T18:26:12.301+00:00,71.555302,1,5.024590063840e-03,5.025337000000e-03,2.004567000000e-09,312,264,0
2026-05-07T18:26:12.699+00:00,72.066497,1,5.025180988014e-03,5.025211000000e-03,2.013979000000e-09,312,264,0
2026-05-07T18:26:13.332+00:00,72.455380,1,5.024876911193e-03,5.025092000000e-03,2.031499000000e-09,312,264,0
2026-05-07T18:26:13.890+00:00,73.093105,1,5.025583785027e-03,5.025316000000e-03,2.043359000000e-09,312,264,0
2026-05-07T18:26:14.398+00:00,73.650089,1,5.024385172874e-03,5.024704000000e-03,2.043577000000e-09,312,264,0
2026-05-07T18:26:14.798+00:00,74.168059,1,5.024816840887e-03,5.024434000000e-03,2.048229000000e-09,312,264,0
2026-05-07T18:26:15.366+00:00,74.549382,1,5.024059209973e-03,5.024258000000e-03,2.034409000000e-09,312,264,0
2026-05-07T18:26:15.920+00:00,75.122695,1,5.024586804211e-03,5.023410000000e-03,2.029649000000e-09,312,264,0
2026-05-07T18:26:16.490+00:00,75.672960,1,5.024562124163e-03,5.024119000000e-03,2.043604000000e-09,312,264,0
2026-05-07T18:26:17.094+00:00,76.280009,1,5.024536047131e-03,5.024381000000e-03,2.047631000000e-09,312,264,0
2026-05-07T18:26:17.693+00:00,76.853285,1,5.024813115597e-03,5.024777000000e-03,2.041809000000e-09,312,264,0
2026-05-07T18:26:18.223+00:00,77.492142,1,5.024605896324e-03,5.024048000000e-03,2.025650000000e-09,312,264,0
2026-05-07T18:26:18.746+00:00,78.005378,1,5.024746991694e-03,5.024342000000e-03,2.040449000000e-09,312,264,0
2026-05-07T18:26:18.887+00:00,78.518565,1,5.023886915296e-03,5.023921000000e-03,2.043903000000e-09,312,264,0
2026-05-07T18:26:19.014+00:00,78.659511,1,5.024466197938e-03,5.024510000000e-03,2.045590000000e-09,312,264,0
